label,text
Negative,"كتاب يحتوي على نصوص بسيطه جدا، اسلوب ركيك، مفردات بسيطه، عدم الترابط بين الصفحات و المواضيع.. لا يستحق عناء الشراء و القراءه، لا يضيف أي شي إلى القارئ او القارئه بوجه خاص بما ان الكتاب موجه لها تحديدا."
Positive,جيد . يجب إصلاح الشبابيك. أصوات تدخل من الشبابيك الأقفال خربان وصيانة المكيفات
Negative,"أعجبني حوار الرجل مع نفسه وهو يريد الانتحار ، كما شدتني فكرته عن إفساد المجتمع. ما عدا ذلك فاعتبره عاديا مقارنة مع مستوى دوستفيسكي الهائل"
Mixed,"احترت في تقييم الكتاب ما بين ثلاث او اربع نجمات لكني اعتمدت اخيرا على الثلاث كوني وجدت الكتاب يلزمه بعض التوضيح للشواهد المدعمة للعناوين الرئيسية في بعض الأبحاث لاسيما الاجتهاد التصوف امام الاديان لعل الكاتب اراد من ذلك ترك الخيار للقارئ ليفكر بعد سرد الادلة واستنباط الحكمة ما وراءها تحقيقا لعنوان الكتاب ... لا أنكر ان لغة الكاتب صعبة بعض الشيء كما بقية الكتب التي تناقش الامور العقائدية وتسرد في ادلتها ، لكني احببت اسلوبه في تلخيص. فحوى البحث في نهايته مع مع بيان حكم الشارع وموقفه ، فيما عدا بحث المذاهب الفكرية والاجتماعية خصوصا عندما تطرق لنظرية التطور والوجودية اذا لم اتفق معه فيما تعرض له من افكار. استمعت ببعض الابحاث واثراني بالكثير ، كانت لي وقفة بعد كل بحث مابين العادات المجتمعية و الاقوال الماثورة ومابين راي الشارع وماعرضه الكاتب"
Positive,استثنائي. موقعه قريب جدا للبحر.
Positive,كلما مررت بالمقابر ازداد حيرة سؤالي لماذا يضعون الاسوار حول القبور هل يستطيعون ايلامنا ؟ ...ان الالم كلة يأتي ممن خارج هذه القبور..الألم الحي الذي يسير مع خطواتك ووخزة يغوض في نبضك للعمق ...ترى ايعقل ان يكونوا يخشون ان يمتد اذى الاحياء الى هؤلاء الراقدين في سلام في قبورهم. ؟
Negative,اذكر قرأتها منذ سنوات كانت مجرد قصة لا أكتر ولا أقل شدتني بالبداية لكن طول الأحداث وتشعبها أشعرني بأنها لت وعجن أفسدت أستمتاعنا بالقصة هممم أستطيع أن أقول أنها مسلسل خليجي يستمتع بالألم مع الإحترام للغة الكاتبة الرائعة
Positive,من اهم الكتب فى التسعينات. فى عالم ما بعد السوفيت و نهاية الحرب الباردة كان البحث العربي عن من نحن ؟ و من اعدائنا ؟ فالاشياء تعرف بالضد صدر الكتاب. هل كانت نظرية هنتجون كاملة و سليمة و منتشرة وقتها ؟. او بمعنى اخر هل الصراع البلقانى و السياسة الخارجية العالمية فى كل العالم تسير بمبدأ الصراع بين الحضارات ؟. لا اعلم و لا اظنها بنفس درجة وضوح الكاتب و نظريته. لكن مع صدور الكتاب و بمكانه كاتبه و صدى الكتاب تحول الى نبوءة محققه لذاتها و اصبحت فكرته و نظريته تحكم العالم حتى بدون قصد او تدخل
Negative,لم تكن مثل ما توقعت..
Negative,جيد مقارنه بسعره . صوره في البرنامج. قدم الموقع نوعا مايوجد ازعاج من المرقص حيث اني ساكن في الدور الثاني ولاينفع لمن ينامون بدريوموقع الفندق ليس جميل
Positive,قال يوسف السباعي في مقدمة كتابه السقا مات أنه يرى أن فى اللغة الدارجة لكل بلد طعم مختلف و يقصد بها ما نطلق عليه اللغة العامية و ربما ذلك لأنها يمكن أن تخرج عفويا واصفة أقصى لحظات السعادة أو الحزن. و موافقة منى للسباعى رحمة الله عليه. أطلق ها هنا صرخة بالعامية إعجابا منى بتلك التحفة الفنية الخاصة بنجيب محفوظ و التى لولا صدورها فى طبعة لمكتبة مصر تحت اسم نجيب محفوظ لظننتها جزءا حقيقيا من ألف ليلة الأصلية. إيه الحلاوة دى؟؟؟؟؟ . إيه الإبداع دة ؟؟؟ مبدع الحارة الشعبية فى كل صورها و فى كل زمن و تاريخ . شكرا لكل اللى أشادوا بالكتاب و شجعونى على شراءه و قرايته
Mixed,فندق جميل . النظافة والمرافق. عدم وجود بقالة اسفل الفندق
Mixed,"القرب من الحرم النبوي لا يعدله شيء . أعجبني محاولة الاهتمام بنا. الشقة التي سكنت بها يصدر منها روائح سيئة جدا قد تكون بسبب غرف التفتيش في المطبخ، كما أن السيفونات جميها متعطلة، بالإضافة إلى ذلك فالأثاث قديم ومستهلك جدا"
Positive,ممتاز . ممتاز جدا من ناحية الموقع و الخصوصية والرسبشن ماشفته غير يوم الوصول و يوم المغادرة باقي الايام ادخل و اطلع بالسياره من البدروم.
Mixed,جيد مرتفع . متابعة موضوع النظافة أولا باول. دورات المياة وارضيات الغرف قديمة
Mixed,"مستوى المطعم في تراجع حجزت طاولة للغداء ليوم آذار لخمسة أشخاص قبل بضعة ايام من موعد الحجز و عند حضوري في الموعد المحدد تم إرشادنا للجلوس على طاولة مستطيلة غير مناسبة لخمسة أشخاص ، وعندما طلبت نقلي الى الطاولة المجاورةالمستديرة التي تتسع الى خمسة أشخاص اخبرني المشرف على الصالة بان الطاولة مشغولة بزبائن وأغراضهم عليها لم نرى أية اغراض وكانت الطاولة جاهزة وجلسنا على الطاولة المستطيلة جلسة غريبة نتفرج على الطاولة المجاورة التي بقية فارغة طول مدة الغذاء ونتندر عن الشجاعة لدى البعض بالاستهانة بعقول الناس. سعر دينار للشخص لوجبة غداء بدون كحول وصحن السمك خالي من الخضار او البطاطا سابق لارتفاع الأسعار ويزيد كثيرا عن الأسعار السائدة في المطاعم المماثلة . اعتقد انه سيمر وقت طويل قبل ان اذهب لهذا المطعم مرة اخرى . زبون قديم"
